Specimen.I,Species,Complex,Year,Lat,Lon,Color.Code,Color,Notes,T2T3Red,USA1_alt
562396,melanopygus,Pacific,1958,41.348056,-121.979722,E8M,Black,,0,1235
562397,melanopygus,Pacific,1958,41.348056,-121.979722,A4M,Black,,0,1235
562398,melanopygus,Pacific,1958,41.348056,-121.979722,A9M,Black,,0,1235
562399,melanopygus,Pacific,1958,41.348056,-121.979722,A9M,Black,,0,1235
562400,melanopygus,Pacific,1958,41.348056,-121.979722,P7M,Black,,0,1235
562401,melanopygus,Pacific,1958,41.348056,-121.979722,A7M,Black,,0,1235
562402,melanopygus,Pacific,1958,41.348056,-121.979722,A7M,Black,,0,1235
562403,melanopygus,Pacific,1958,41.348056,-121.979722,E3M,Black,,0,1235
562404,melanopygus,Pacific,1958,41.348056,-121.979722,A4M,Black,,0,1235
562613,melanopygus,Pacific,1931,37.726111,-119.625556,A4M,Black,,0,1236
562614,melanopygus,Pacific,1931,37.726111,-119.625556,A4M,Black,,0,1236
562615,melanopygus,Pacific,1931,37.726111,-119.625556,A4M,Black,,0,1236
9515,melanopygus,Pacific,1974,41.283889,-121.840833,E9M,Black,,0,1237
562405,melanopygus,Pacific,1974,41.283889,-121.840833,A4M,Black,,0,1237
562406,melanopygus,Pacific,1974,41.283889,-121.840833,E3M,Black,,0,1237
562407,melanopygus,Pacific,1974,41.283889,-121.840833,A7M,Black,,0,1237
562408,melanopygus,Pacific,1974,41.283889,-121.840833,A7M,Black,,0,1237
562420,melanopygus,Pacific,1974,41.283889,-121.840833,A9M,Black,,0,1237
562421,melanopygus,Pacific,1974,41.283889,-121.840833,E7M,Black,,0,1237
BBSL554486,melanopygus,Pacific,2004,37.7232,-119.6373,E9M,Black,,0,1243
BBSL554487,melanopygus,Pacific,2004,37.7232,-119.6373,A7M,Black,,0,1243
BBSL556262,melanopygus,Pacific,2004,37.7232,-119.6373,E7M,Black,,0,1243
562521,melanopygus,Pacific,1968,34.833889,-119.329722,P10M,Black,,0,1244
562522,melanopygus,Pacific,1968,34.833889,-119.329722,P10M,Black,,0,1244
562409,melanopygus,Pacific,1974,41.265,-121.803056,A9M,Black,,0,1252
562410,melanopygus,Pacific,1974,41.265,-121.803056,P7M,Black,,0,1252
562411,melanopygus,Pacific,1974,41.265,-121.803056,E3M,Black,,0,1252
562412,melanopygus,Pacific,1974,41.265,-121.803056,A4M,Black,,0,1252
562413,melanopygus,Pacific,1974,41.265,-121.803056,A9M,Black,,0,1252
562414,melanopygus,Pacific,1974,41.265,-121.803056,A9M,Black,,0,1252
BBSL548955,melanopygus,Pacific,2004,37.9579,-119.7847,E9M,Black,horizontal bar of yellow thick),0,1260
Bmel B027,melanopygus,,2014,42.07358611,-122.6048889,,Black,,0,1262
AMNH_BEE 00054324,melanopygus,Pacific,1979,38.5675,-120.4344,P9M,Black,,0,1270
BMEC_ENT 00006939,melanopygus,Pacific,1952,42.70444,-121.99583,A7,Black,,0,1273
AMNH_BEE 00121338,melanopygus,Pacific,1964,41.077,-121.263,A4M,Black,,0,1290
AMNH_BEE 00122035,melanopygus,Pacific,1965,42.3652,-122.00258,A7,Black,,0,1294
AMNH_BEE 00122054,melanopygus,Pacific,2010,37.41555,-119.63722,A7,Black,,0,1296
AMNH_BEE 00121339,melanopygus,Pacific,1947,42.477,-122.088,P6M,Black,,0,1297
BBSL554240,melanopygus,Pacific,2004,37.7231,-119.6642,A7M,Black,,0,1300
BMEC_ENT 00006169,melanopygus,Pacific,1954,41.21,-121.68,A10,Black,,0,1300
AMNH_BEE 00121327,melanopygus,Pacific,1964,41.82694,-122.00417,A4M,Black,,0,1301
AMNH_BEE 00121328,melanopygus,Pacific,1964,41.82694,-122.00417,P9M,Black,,0,1301
AMNH_BEE 00121329,melanopygus,Pacific,1964,41.82694,-122.00417,A4M,Black,,0,1301
AMNH_BEE 00121330,melanopygus,Pacific,1964,41.82694,-122.00417,A4M,Black,,0,1301
AMNH_BEE 00121331,melanopygus,Pacific,1964,41.82694,-122.00417,A9M,Black,,0,1301
AMNH_BEE 00121332,melanopygus,Pacific,1964,41.82694,-122.00417,A9M,Black,,0,1301
AMNH_BEE 00121333,melanopygus,Pacific,1964,41.82694,-122.00417,A9M,Black,,0,1301
AMNH_BEE 00122015,melanopygus,Pacific,1964,41.82694,-122.00417,P9,Black,,0,1301
AMNH_BEE 00122033,melanopygus,Pacific,1964,41.82694,-122.00417,A7,Black,,0,1301
AMNH_BEE 00122034,melanopygus,Pacific,1964,41.82694,-122.00417,A7,Black,,0,1301
BMEC_ENT 00007001,melanopygus,Pacific,1967,41.82694,-122.00417,A8,Black,,0,1301
AMNH_BEE 00121356,melanopygus,Pacific,1919,37.71639,-119.66417,A4M,Black,,0,1306
AMNH_BEE 00121357,melanopygus,Pacific,1919,37.71639,-119.66417,A4M,Black,,0,1306
AMNH_BEE 00121366,melanopygus,Pacific,1919,37.71639,-119.66417,P9M,Black,,0,1306
AMNH_BEE 00122048,melanopygus,Pacific,1919,37.71639,-119.66417,A6,Black,,0,1306
YOSE188795,melanopygus,Pacific,2006,37.5491,-119.6331,E9M,Black,"however, T4 is like that in A7M)",0,1313
AMNH_BEE 00121337,melanopygus,Pacific,1965,41.581999,-121.347697,A9M,Black,,0,1322
BBSL554688,melanopygus,Pacific,2004,37.9109,-119.8149,A8,Black,,0,1330
194538,melanopygus,Pacific,1974,38.910278,-120.662222,A7M,Black,,0,1331
561640,melanopygus,Pacific,1960,36.293333,-121.57,A8,Black,,0,1333
122754,melanopygus,Pacific,1972,38.903333,-120.656667,A9M,Black,,0,1337
122836,melanopygus,Pacific,1972,38.903333,-120.656667,A9M,Black,,0,1337
122837,melanopygus,Pacific,1972,38.903333,-120.656667,A4M,Black,,0,1337
122839,melanopygus,Pacific,1972,38.903333,-120.656667,E3M,Black,,0,1337
122840,melanopygus,Pacific,1972,38.903333,-120.656667,S2M,Black,,0,1337
133479,melanopygus,Pacific,1972,38.903333,-120.656667,A4M,Black,,0,1337
133884,melanopygus,Pacific,1972,38.903333,-120.656667,A9M,Black,,0,1337
133885,melanopygus,Pacific,1972,38.903333,-120.656667,A4M,Black,,0,1337
133886,melanopygus,Pacific,1972,38.903333,-120.656667,A7M,Black,,0,1337
134319,melanopygus,Pacific,1972,38.903333,-120.656667,E2M,Black,,0,1337
134320,melanopygus,Pacific,1972,38.903333,-120.656667,A7M,Black,,0,1337
135155,melanopygus,Pacific,1972,38.903333,-120.656667,A9M,Black,,0,1337
169803,melanopygus,Pacific,1973,38.903333,-120.656667,A4M,Black,,0,1337
183143,melanopygus,Pacific,1974,38.903333,-120.656667,A8M,Black,,0,1337
184309,melanopygus,Pacific,1974,38.903333,-120.656667,A4M,Black,,0,1337
185141,melanopygus,Pacific,1974,38.903333,-120.656667,A9M,Black,,0,1337
185209,melanopygus,Pacific,1973,38.903333,-120.656667,A4M,Black,,0,1337
188219,melanopygus,Pacific,1974,38.903333,-120.656667,A4M,Black,,0,1337
193225,melanopygus,Pacific,1973,38.903333,-120.656667,A7M,Black,,0,1337
202306,melanopygus,Pacific,1974,38.903333,-120.656667,A9M,Black,,0,1337
202328,melanopygus,Pacific,1973,38.903333,-120.656667,A9M,Black,,0,1337
204243,melanopygus,Pacific,1973,38.903333,-120.656667,A9M,Black,,0,1337
204244,melanopygus,Pacific,1973,38.903333,-120.656667,A9M,Black,,0,1337
252192,melanopygus,Pacific,1976,38.903333,-120.656667,A9M,Black,,0,1337
252902,melanopygus,Pacific,1978,38.903333,-120.656667,A7M,Black,,0,1337
252914,melanopygus,Pacific,1978,38.903333,-120.656667,A9M,Black,,0,1337
9523,melanopygus,Pacific,1977,38.903333,-120.656667,P9,Black,,0,1337
BMEC_ENT 00006934,melanopygus,Pacific,1947,40.67528,-121.42972,E1,Black,,0,1337
BMEC_ENT 00007035,melanopygus,Pacific,1983,38.90669,-120.59532,E1,Black,,0,1342
AMNH_BEE 00054319,melanopygus,Pacific,1952,40.15609,-122.93388,P7M,Black,,0,1349
AMNH_BEE 00054320,melanopygus,Pacific,1952,40.15609,-122.93388,A5M,Black,,0,1349
562595,melanopygus,Pacific,1939,33.682222,-116.6825,A7M,Black,,0,1351
562596,melanopygus,Pacific,1940,33.682222,-116.6825,A4M,Black,,0,1351
AMNH_BEE 00121343,melanopygus,Pacific,2010,37.39277,-119.60555,A7M,Black,,0,1351
AMNH_BEE 00121344,melanopygus,Pacific,2010,37.39277,-119.60555,A4M,Black,,0,1351
AMNH_BEE 00121345,melanopygus,Pacific,2010,37.39277,-119.60555,P6M,Black,,0,1351
AMNH_BEE 00121346,melanopygus,Pacific,2010,37.39277,-119.60555,A7M,Black,,0,1351
AMNH_BEE 00121347,melanopygus,Pacific,2010,37.39277,-119.60555,A4M,Black,,0,1351
AMNH_BEE 00121348,melanopygus,Pacific,2010,37.39277,-119.60555,A7M,Black,,0,1351
AMNH_BEE 00121349,melanopygus,Pacific,2010,37.39277,-119.60555,A8M,Black,,0,1351
AMNH_BEE 00121350,melanopygus,Pacific,2010,37.39277,-119.60555,A4M,Black,,0,1351
Slen NF 05 W Bmel B202,melanopygus,,2017,37.3972864,-119.5954027,,Black,,0,1356
YOSE188077,melanopygus,Pacific,2006,37.7258,-119.6464,A7M,Black,,0,1367
YOSE188079,melanopygus,Pacific,2006,37.7258,-119.6464,E9M,Black,,0,1367
562113,melanopygus,Pacific,1951,40.081944,-121.543889,A9M,Black,,0,1368
562600,melanopygus,Pacific,1940,33.842778,-116.813889,A7M,Black,,0,1383
AMNH_BEE 00054325,melanopygus,Pacific,1940,39.74333,-120.57917,A4M,Black,,0,1386
BMEC_ENT 00006652,melanopygus,Pacific,1982,39.32,-120.67,A7,Black,,0,1399
OTM 022,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
OTM 026,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
OTM 001,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
OTM 008,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
OTM 021,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
OTM 025,melanopygus,Pacific,2016,42.084,-122.651,,Black,,0,1400
562415,melanopygus,Pacific,1974,41.355278,-121.713333,A4M,Black,,0,1401
BMEC_ENT 00007857,melanopygus,Pacific,1972,39.9,-122.9,E7M,Black,,0,1412
BMEC_ENT 00007854,melanopygus,Pacific,1972,39.9,-122.9,P6,Black,,0,1412
BMEC_ENT 00007855,melanopygus,Pacific,1972,39.9,-122.9,P9,Black,,0,1412
BMEC_ENT 00006621,melanopygus,Pacific,1980,36.04772,-118.46758,E1,Black,,0,1417
562597,melanopygus,Pacific,1939,33.550556,-116.533889,A4M,Black,,0,1421
562598,melanopygus,Pacific,1939,33.550556,-116.533889,A4M,Black,,0,1421
562599,melanopygus,Pacific,1939,33.550556,-116.533889,A7M,Black,,0,1421
561704,melanopygus,Pacific,1939,33.701944,-116.712222,A7,Black,,0,1423
561705,melanopygus,Pacific,1939,33.701944,-116.712222,A6,Black,,0,1423
561706,melanopygus,Pacific,1939,33.701944,-116.712222,A6,Black,,0,1423
561707,melanopygus,Pacific,1939,33.701944,-116.712222,A6,Black,,0,1423
561708,melanopygus,Pacific,1939,33.701944,-116.712222,A6,Black,,0,1423
BMEC_ENT 00006688,melanopygus,Pacific,1961,39.49139,-120.85194,A8,Black,,0,1433
BMEC_ENT 00006821,melanopygus,Pacific,1962,39.49139,-120.85194,A7,Black,,0,1433
BMEC_ENT 00006902,melanopygus,Pacific,1940,34.82277,-118.94472,E1,Black,,0,1435
YOSE191937,melanopygus,Pacific,2006,37.715,-119.7355,A7M,Black,,0,1435
BBSL620995,melanopygus,Pacific,2005,37.796,-119.8612,A4M,Black,,0,1445
BBSL620997,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,,0,1445
BBSL620999,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,more yellow than black hairs in mixed portion),0,1445
BBSL621000,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,,0,1445
BBSL621567,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,,0,1445
BBSL621580,melanopygus,Pacific,2005,37.796,-119.8612,D3M,Black,,0,1445
BBSL621581,melanopygus,Pacific,2005,37.796,-119.8612,A7M,Black,,0,1445
BBSL621585,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,yello on T2 does not reach the bottom of the tergite there is a band of black across the bottom),0,1445
BBSL625168,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,T4 like that of A7M),0,1445
BBSL625170,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,T4 like that of A7M),0,1445
BBSL625171,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,,0,1445
BBSL625173,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,,0,1445
BBSL625174,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,T4 like that of A7M),0,1445
BBSL625175,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,yellow on T2 does not reach base of tergite there is black hair on the bottom 1/4 of the tergite),0,1445
BBSL625176,melanopygus,Pacific,2005,37.796,-119.8612,E9M,Black,T4 like that of A7M),0,1445
BBSL625177,melanopygus,Pacific,2005,37.796,-119.8612,A7M,Black,,0,1445
BBSL625178,melanopygus,Pacific,2005,37.796,-119.8612,E7M,Black,,0,1445
BBSL625172,melanopygus,Pacific,2005,37.796,-119.8612,P6,Black,,0,1445
ENT.709303,melanopygus,Pacific,1971,40.259882,-121.404695,P6M,Black,,0,1445
561976,melanopygus,Pacific,1951,37.973889,-119.878056,P7M,Black,,0,1457
561977,melanopygus,Pacific,1951,37.973889,-119.878056,A7M,Black,,0,1457
561978,melanopygus,Pacific,1951,37.973889,-119.878056,A9M,Black,,0,1457
561979,melanopygus,Pacific,1951,37.973889,-119.878056,A9M,Black,,0,1457
561980,melanopygus,Pacific,1951,37.973889,-119.878056,A9M,Black,,0,1457
561981,melanopygus,Pacific,1951,37.973889,-119.878056,A9M,Black,,0,1457
BBSL556460,melanopygus,Pacific,2004,37.9027,-119.8105,E9M,Black,horizontal yellow band on T2 is very thick ~ 1/4 of tergite),0,1468
BBSL556468,melanopygus,Pacific,2004,37.9027,-119.8105,BBSL3M,Black,,0,1468
BBSL557253,melanopygus,Pacific,2004,37.9027,-119.8105,A4M,Black,,0,1468
562105,melanopygus,Pacific,1970,39.3075,-120.666944,A9M,Black,,0,1469
BMEC_ENT 00006927,melanopygus,Pacific,1949,41.18333,-122.73333,A10,Black,,0,1471
BBSL239824,melanopygus,Pacific,1972,34.9132,-111.7187,P6,Black,(but T2 like that of P10),0,1487
BBSL239826,melanopygus,Pacific,1972,34.9132,-111.7187,P6,Black,(but T2 like that of P10),0,1487
BBSL554699,melanopygus,Pacific,2004,37.9194,-119.7974,A4M,Black,,0,1488
BBSL554722,melanopygus,Pacific,2004,37.9241,-119.7962,D3M,Black,,0,1488
BMEC_ENT 00006940,melanopygus,Pacific,1951,37.98527,-119.87694,E2,Black,,0,1495
AMNH_BEE 00121334,melanopygus,Pacific,1964,42.27,-122.1759,P9M,Black,,0,1504
AMNH_BEE 00121335,melanopygus,Pacific,1964,42.27,-122.1759,A9M,Black,,0,1504
BMEC_ENT 00006933,melanopygus,Pacific,1948,38.7549,-120.268,P6,Black,,0,1510
AMNH_BEE 00121354,melanopygus,Pacific,1917,35.578,-118.655,A4M,Black,,0,1511
AMNH_BEE 00121342,melanopygus,Pacific,1967,42.503,-122.1,A9M,Black,,0,1523
BMEC_ENT 00006982,melanopygus,Pacific,1968,34.94538,-111.75294,A7,Black,,0,1557
BMEC_ENT 00006983,melanopygus,Pacific,1968,34.94538,-111.75294,P6,Black,,0,1557
BMEC_ENT 00006984,melanopygus,Pacific,1968,34.94538,-111.75294,E1,Black,,0,1557
BMEC_ENT 00006985,melanopygus,Pacific,1968,34.94538,-111.75294,A8,Black,,0,1557
BBSL618449,melanopygus,Pacific,2005,37.9612,-119.8413,A7M,Black,,0,1559
BBSL618502,melanopygus,Pacific,2005,37.9612,-119.8413,A7M,Black,,0,1559
BBSL621095,melanopygus,Pacific,2005,37.9612,-119.8413,A4M,Black,,0,1559
BBSL621152,melanopygus,Pacific,2005,37.9612,-119.8413,A4M,Black,,0,1559
BBSL621101,melanopygus,Pacific,2005,37.9631,-119.8378,D3M,Black,,0,1559
BMEC_ENT 00006719,melanopygus,Pacific,1962,39.76083,-120.69444,E1,Black,,0,1621
BMEC_ENT 00006720,melanopygus,Pacific,1962,39.76083,-120.69444,A7,Black,,0,1621
BMEC_ENT 00006721,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006722,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006723,melanopygus,Pacific,1962,39.76083,-120.69444,P10,Black,,0,1621
BMEC_ENT 00006724,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006725,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006726,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006727,melanopygus,Pacific,1962,39.76083,-120.69444,P10,Black,,0,1621
BMEC_ENT 00006728,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006729,melanopygus,Pacific,1962,39.76083,-120.69444,P6,Black,,0,1621
BMEC_ENT 00006730,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006731,melanopygus,Pacific,1962,39.76083,-120.69444,P6,Black,,0,1621
BMEC_ENT 00006732,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006733,melanopygus,Pacific,1962,39.76083,-120.69444,E1,Black,,0,1621
BMEC_ENT 00006734,melanopygus,Pacific,1962,39.76083,-120.69444,E1,Black,,0,1621
BMEC_ENT 00006735,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006736,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006737,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006738,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006739,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006740,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
BMEC_ENT 00006741,melanopygus,Pacific,1962,39.76083,-120.69444,A7,Black,,0,1621
BMEC_ENT 00006742,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006743,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006744,melanopygus,Pacific,1962,39.76083,-120.69444,E1,Black,,0,1621
BMEC_ENT 00006745,melanopygus,Pacific,1962,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006746,melanopygus,Pacific,1961,39.76083,-120.69444,A8,Black,,0,1621
BMEC_ENT 00006747,melanopygus,Pacific,1962,39.76083,-120.69444,E2,Black,,0,1621
ENT.709660,melanopygus,Pacific,1984,33.74,-116.71806,P6M,Black,,0,1626
BMEC_ENT 00006889,melanopygus,Pacific,1957,38.19805,-120.00916,A8,Black,,0,1641
BMEC_ENT 00006890,melanopygus,Pacific,1957,38.19805,-120.00916,A8,Black,,0,1641
BMEC_ENT 00006891,melanopygus,Pacific,1957,38.19805,-120.00916,A8,Black,,0,1641
561962,melanopygus,Pacific,1951,38.198056,-120.009167,A7M,Black,,0,1641
561963,melanopygus,Pacific,1951,38.198056,-120.009167,P10M,Black,,0,1641
561964,melanopygus,Pacific,1951,38.198056,-120.009167,E7M,Black,,0,1641
561965,melanopygus,Pacific,1951,38.198056,-120.009167,P7M,Black,,0,1641
561966,melanopygus,Pacific,1951,38.198056,-120.009167,P7M,Black,,0,1641
561967,melanopygus,Pacific,1951,38.198056,-120.009167,E3M,Black,,0,1641
562606,melanopygus,Pacific,1936,34.186389,-116.914444,A7M,Black,,0,1657
562594,melanopygus,Pacific,1940,33.745278,-116.714722,A4M,Black,,0,1658
BMEC_ENT 00006978,melanopygus,Pacific,1967,40.36,-120.91,P6,Black,,0,1675
BMEC_ENT 00006979,melanopygus,Pacific,1967,40.36,-120.91,A8,Black,,0,1675
BMEC_ENT 00006980,melanopygus,Pacific,1967,40.36,-120.91,A7,Black,,0,1675
BMEC_ENT 00006981,melanopygus,Pacific,1967,40.36,-120.91,P6,Black,,0,1675
BMEC_ENT 00007002,melanopygus,Pacific,1967,40.36,-120.91,E2,Black,,0,1675
562304,melanopygus,Pacific,1942,37.428611,-119.555833,A9M,Black,,0,1679
562305,melanopygus,Pacific,1942,37.428611,-119.555833,A4M,Black,,0,1679
562306,melanopygus,Pacific,1942,37.428611,-119.555833,A9M,Black,,0,1679
BMEC_ENT 00007055,melanopygus,Pacific,1974,38.695,-119.78027,A8,Black,,0,1703
BBSL226639,melanopygus,Pacific,1952,34.3018,-117.9176,A4M,Black,,0,1712
BBSL226640,melanopygus,Pacific,1952,34.3018,-117.9176,S2M,Black,,0,1712
BBSL226641,melanopygus,Pacific,1952,34.3018,-117.9176,E9M,Black,,0,1712
BBSL226642,melanopygus,Pacific,1952,34.3018,-117.9176,E9M,Black,,0,1712
BBSL226643,melanopygus,Pacific,1952,34.3018,-117.9176,E9M,Black,,0,1712
YOSE188169,melanopygus,Pacific,2006,37.7673,-119.8599,A7M,Black,,0,1725
YOSE199662,melanopygus,Pacific,2006,37.7673,-119.8599,A4M,Black,,0,1725
562416,melanopygus,Pacific,1974,41.355278,-122.275,E7M,Black,,0,1731
562417,melanopygus,Pacific,1974,41.355278,-122.275,A5M,Black,,0,1731
BBSL616050,melanopygus,Pacific,2005,37.9668,-119.7905,E7M,Black,,0,1738
BBSL616054,melanopygus,Pacific,2005,37.9668,-119.7905,A4M,Black,,0,1738
BBSL618530,melanopygus,Pacific,2005,37.9668,-119.7905,E7M,Black,,0,1738
BBSL618531,melanopygus,Pacific,2005,37.9668,-119.7905,A4M,Black,,0,1738
BBSL618532,melanopygus,Pacific,2005,37.9668,-119.7905,A4M,Black,,0,1738
BBSL618533,melanopygus,Pacific,2005,37.9668,-119.7905,A4M,Black,,0,1738
BBSL618696,melanopygus,Pacific,2005,37.9668,-119.7905,A4M,Black,,0,1738
BBSL618700,melanopygus,Pacific,2005,37.9668,-119.7905,D3M,Black,T5 yellow is mixed hair),0,1738
BBSL618701,melanopygus,Pacific,2005,37.9668,-119.7905,E7M,Black,,0,1738
BBSL618702,melanopygus,Pacific,2005,37.9668,-119.7905,D3M,Black,,0,1738
BBSL618703,melanopygus,Pacific,2005,37.9668,-119.7905,A7M,Black,,0,1738
BBSL615927,melanopygus,Pacific,2005,37.9682,-119.7903,E7M,Black,,0,1738
BBSL615928,melanopygus,Pacific,2005,37.9682,-119.7903,E7M,Black,,0,1738
BBSL615930,melanopygus,Pacific,2005,37.9699,-119.7858,E9M,Black,,0,1738
BMEC_ENT 00006955,melanopygus,Pacific,1949,41.28333,-122.66666,A8,Black,,0,1751
BMEC_ENT 00006149,melanopygus,Pacific,1968,38.313804,-120.137134,E2,Black,,0,1754
BMEC_ENT 00006968,melanopygus,Pacific,1956,34.3194,-117.847,E2,Black,,0,1758
561700,melanopygus,Pacific,1952,34.321667,-117.846111,P6,Black,,0,1758
BMEC_ENT 00006695,melanopygus,Pacific,1955,40.58,-121.57,P10,Black,,0,1773
BMEC_ENT 00006696,melanopygus,Pacific,1955,40.58,-121.57,E2,Black,,0,1773
BMEC_ENT 00006697,melanopygus,Pacific,1955,40.58,-121.57,P10,Black,,0,1773
BMEC_ENT 00006698,melanopygus,Pacific,1955,40.58,-121.57,A7,Black,,0,1773
BMEC_ENT 00006699,melanopygus,Pacific,1955,40.58,-121.57,A8,Black,,0,1773
BMEC_ENT 00006700,melanopygus,Pacific,1955,40.58,-121.57,E1,Black,,0,1773
BMEC_ENT 00006701,melanopygus,Pacific,1955,40.58,-121.57,E2,Black,,0,1773
BMEC_ENT 00006702,melanopygus,Pacific,1955,40.58,-121.57,E1,Black,,0,1773
561982,melanopygus,Pacific,1951,38.188333,-119.990556,E3M,Black,,0,1776
561984,melanopygus,Pacific,1951,38.188333,-119.990556,P7M,Black,,0,1776
561985,melanopygus,Pacific,1951,38.188333,-119.990556,A4M,Black,,0,1776
561987,melanopygus,Pacific,1951,38.188333,-119.990556,A9M,Black,,0,1776
562302,melanopygus,Pacific,1941,40.534167,-121.569167,A9M,Black,,0,1788
562303,melanopygus,Pacific,1941,40.534167,-121.569167,A9M,Black,,0,1788
BMEC_ENT 00006809,melanopygus,Pacific,1963,32.87222,-116.4175,E2,Black,,0,1804
BMEC_ENT 00006810,melanopygus,Pacific,1963,32.87222,-116.4175,A8,Black,,0,1804
BMEC_ENT 00006811,melanopygus,Pacific,1963,32.87222,-116.4175,E2,Black,,0,1804
BMEC_ENT 00006812,melanopygus,Pacific,1963,32.87222,-116.4175,A8,Black,,0,1804
BMEC_ENT 00006813,melanopygus,Pacific,1963,32.87222,-116.4175,P6,Black,,0,1804
BMEC_ENT 00006814,melanopygus,Pacific,1963,32.87222,-116.4175,A8,Black,,0,1804
BMEC_ENT 00006815,melanopygus,Pacific,1963,32.87222,-116.4175,A8,Black,,0,1804
BMEC_ENT 00006816,melanopygus,Pacific,1963,32.87222,-116.4175,A7,Black,,0,1804
BMEC_ENT 00007012,melanopygus,Pacific,1963,32.87222,-116.4175,P6,Black,,0,1804
YOSE188214,melanopygus,Pacific,2006,37.7686,-119.807,E9M,Black,"however, T4 is like that in A7M)",0,1808
BMEC_ENT 00006932,melanopygus,Pacific,1951,38.22638,-119.99722,P6,Black,,0,1813
BBSL398982,melanopygus,Pacific,1989,37.0404,-112.73829,P6,Black,,0,1814
BMEC_ENT 00006998,melanopygus,Pacific,1967,40.038166,-121.408399,P6,Black,,0,1839
AMNH_BEE 00121353,melanopygus,Pacific,1958,34.395,-112.468,A4M,Black,,0,1845
BBSL343345,melanopygus,Pacific,1998,37.0386,-112.715,E9M,Black,T4 like that in A7M),0,1848
ZION25421,melanopygus,Pacific,2006,37.2738,-112.9284,BBSL4M,Black,,0,1854
ZION26828,melanopygus,Pacific,2006,37.2738,-112.9284,A4M,Black,,0,1854
ZION26833,melanopygus,Pacific,2006,37.2738,-112.9284,A7M,Black,,0,1854
ZION26836,melanopygus,Pacific,2006,37.2738,-112.9284,E9M,Black,,0,1854
ZION27111,melanopygus,Pacific,2006,37.2738,-112.9284,BBSL5M,Black,,0,1854
ZION27116,melanopygus,Pacific,2006,37.2738,-112.9284,BBSL5M,Black,,0,1854
ZION25402,melanopygus,Pacific,2006,37.2738,-112.9284,A8,Black,T2 like that in P10),0,1854
BMEC_ENT 00007839,melanopygus,Pacific,1980,39.44551,-120.18629,A4M,Black,,0,1864
BMEC_ENT 00007840,melanopygus,Pacific,1980,39.44551,-120.18629,A4M,Black,,0,1864
BMEC_ENT 00007841,melanopygus,Pacific,1980,39.44551,-120.18629,A4M,Black,,0,1864
BMEC_ENT 00006645,melanopygus,Pacific,1978,39.44551,-120.18629,A7,Black,,0,1864
BMEC_ENT 00006653,melanopygus,Pacific,1976,39.44551,-120.18629,E2,Black,,0,1864
BMEC_ENT 00007007,melanopygus,Pacific,1968,39.44551,-120.18629,E2,Black,,0,1864
BMEC_ENT 00007048,melanopygus,Pacific,1976,39.44551,-120.18629,A8,Black,,0,1864
BMEC_ENT 00007822,melanopygus,Pacific,1980,39.44551,-120.18629,P10,Black,,0,1864
